,val_loss_value,val_acc_value,test_loss_value,test_acc_value,train_loss_value,train_acc_value,train_loss_list,val_loss_list,train_acc_list,val_acc_list
0,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,2.366217404683431,0.9172056865010942,0.22132142857142856,0.7202142857142857
1,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.8293516586848668,0.5818430188723973,0.4160714285714286,0.8326428571428571
2,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.6863516897019886,0.5001936582497188,0.4597380952380952,0.8583571428571428
3,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.6056278091158185,0.44848653153010776,0.48278571428571426,0.8732857142857143
4,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.5537066451935542,0.4094680575089795,0.4944642857142857,0.8866428571428572
5,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.5180894961584182,0.3902636168599129,0.5041428571428571,0.8933571428571428
6,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.489899017106919,0.3793849862132754,0.5108095238095238,0.8982857142857142
7,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.4620378283091955,0.3739922870695591,0.5193690476190476,0.9011428571428571
8,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.4385743344624837,0.3787016679133688,0.5234761904761904,0.9
9,0.35904493123292924,0.9077857142857143,0.3491231553299086,0.9122142857142858,1.4212907145363944,0.528154761904762,1.4212907145363944,0.35904493123292924,0.528154761904762,0.9077857142857143
